Country,Year,GDP,Population
Morocco,2001,1336.8,29181832.0
Morocco,2000,1332.4,28849621.0
Mozambique,2014,623.3,27212382.0
Mozambique,2013,66.0,26434372.0
Mozambique,2012,566.5,2567666.0
Mozambique,2011,526.5,249395.0
Mozambique,2010,419.2,2422145.0
Mozambique,2009,463.9,2352463.0
Mozambique,2008,53.1,22846758.0
Mozambique,2007,422.1,22188387.0
Mozambique,2006,385.8,21547463.0
Mozambique,2005,369.2,29237.0
Mozambique,2004,336.3,231275.0
Mozambique,2003,283.9,19716598.0
Mozambique,2002,262.9,19139658.0
Mozambique,2001,256.4,18588758.0
Myanmar,2014,1262.9,51924182.0
Myanmar,2013,1168.8,51448196.0
Myanmar,2012,1171.6,5986514.0
Myanmar,2011,1186.4,555331.0
Myanmar,2010,987.7,5155896.0
Myanmar,2009,741.8,49869.0
Myanmar,2008,644.0,49479752.0
Myanmar,2007,41.5,49171586.0
Myanmar,2006,297.0,48846474.0
Myanmar,2005,247.2,48482614.0
Myanmar,2004,219.8,487377.0
Myanmar,2003,219.8,47624894.0
Namibia,2014,5421.3,237992.0
Namibia,2013,5488.1,231652.0
Namibia,2012,5749.4,2263934.0
Namibia,2011,57.0,2215621.0
Namibia,2010,5191.6,217317.0
Nepal,2014,76.2,28323241.0
Nepal,2013,688.6,2798531.0
Nepal,2012,681.8,27649925.0
Nepal,2011,692.1,27327147.0
Nepal,2010,592.2,2723137.0
Nepal,2009,48.7,2674113.0
Nepal,2008,473.8,26475859.0
Nepal,2007,393.9,26214847.0
Nepal,2006,348.6,2594618.0
Nepal,2005,317.9,2564287.0
Nepal,2004,287.4,2539449.0
Nepal,2003,253.7,2495623.0
Netherlands,2014,52157.5,168658.0
Netherlands,2013,51574.5,1684432.0
Netherlands,2012,49474.8,16754962.0
Netherlands,2011,5354.7,1669374.0
Nicaragua,2014,1975.5,613997.0
Nicaragua,2013,1847.2,5945747.0
Nicaragua,2012,1792.4,587718.0
Nicaragua,2011,1683.0,58782.0
Nicaragua,2010,1526.5,5737723.0
Nicaragua,2009,1464.5,5666581.0
Nicaragua,2008,1518.9,559456.0
Nicaragua,2007,1344.3,552216.0
Nicaragua,2006,125.0,545211.0
Nicaragua,2005,1175.1,5379328.0
Nicaragua,2004,191.6,53973.0
Nicaragua,2003,115.6,524879.0
Nicaragua,2002,11.1,5171734.0
Nicaragua,2001,143.7,5175.0
Nicaragua,2000,116.3,526796.0
Niger,2014,43.6,19148219.0
Niger,2013,416.1,18426372.0
Niger,2012,391.5,17731634.0
Niger,2011,375.6,1764636.0
Niger,2010,348.2,16425578.0
Niger,2009,341.3,15813913.0
Nigeria,2014,3221.7,1764652.0
Nigeria,2013,2997.0,17182933.0
Nigeria,2012,2755.3,167297284.0
Nigeria,2011,2527.9,16287776.0
Nigeria,2010,2327.3,158578261.0
Nigeria,2009,197.7,15442181.0
Nigeria,2008,1383.9,1534739.0
Nigeria,2007,1136.8,14641724.0
Nigeria,2006,119.7,14261494.0
Nigeria,2005,87.9,138939478.0
Pakistan,2014,1317.0,185546257.0
Pakistan,2013,1272.4,181712595.0
Pakistan,2012,1261.3,177911533.0
Pakistan,2011,1226.2,174184265.0
Pakistan,2010,14.1,1756182.0
Pakistan,2009,16.6,1674958.0
Pakistan,2008,139.3,16364463.0
Pakistan,2007,95.4,16332974.0
Pakistan,2006,873.8,15793993.0
Pakistan,2005,711.5,15399667.0
Pakistan,2004,649.8,15783.0
Pakistan,2003,563.6,1477341.0
Panama,2014,12593.7,393986.0
Panama,2013,11686.0,3838462.0
Panama,2012,1589.8,3772938.0
Panama,2011,927.7,377782.0
Panama,2010,7937.3,3643222.0
Panama,2009,7429.6,3579385.0
Panama,2008,6973.9,3516268.0
Panama,2007,668.9,345387.0
Panama,2006,5348.5,339195.0
Panama,2005,4916.5,333465.0
Panama,2004,4591.9,3269541.0
Panama,2003,4267.1,329174.0
Panama,2002,4126.1,3149265.0
Panama,2001,446.4,389684.0
Papua New Guinea,2014,2182.7,7755785.0
Papua New Guinea,2013,230.0,7592865.0
Papua New Guinea,2012,271.3,743836.0
Papua New Guinea,2011,177.9,7269348.0
Papua New Guinea,2010,1366.9,718239.0
Papua New Guinea,2009,1166.7,6947447.0
Papua New Guinea,2008,1178.7,6787187.0
Papua New Guinea,2007,956.7,6627922.0
Papua New Guinea,2006,854.3,647272.0
Papua New Guinea,2005,77.6,631479.0
Papua New Guinea,2004,637.4,6161517.0
Papua New Guinea,2003,588.4,61724.0
Papua New Guinea,2002,511.7,5862316.0
Papua New Guinea,2001,539.4,5716152.0
Papua New Guinea,2000,631.9,5572222.0
Paraguay,2014,4712.8,6552584.0
Paraguay,2013,4480.0,646574.0
Paraguay,2012,3855.5,6379219.0
Paraguay,2011,3988.1,6293783.0
Paraguay,2010,3225.6,629877.0
Paraguay,2009,2599.6,6127837.0
Paraguay,2008,360.0,647117.0
Paraguay,2007,2312.2,5966159.0
Paraguay,2006,189.7,5882796.0
Paraguay,2005,157.1,5795494.0
Paraguay,2004,148.5,57374.0
Paraguay,2003,1174.8,56795.0
Peru,2014,6491.5,3973354.0
Peru,2013,6583.1,3565716.0
Peru,2012,6387.8,3158966.0
Peru,2011,5771.6,29759989.0
Peru,2010,522.5,29373646.0
Peru,2009,4166.9,29157.0
Peru,2008,428.9,2864198.0
Peru,2007,3611.2,28292724.0
Peru,2006,3171.5,27949944.0
Peru,2005,2754.8,276141.0
Peru,2004,2448.1,27273194.0
Peru,2003,218.3,26937738.0
Philippines,2014,2842.9,112249.0
Philippines,2013,276.3,9848132.0
Philippines,2012,2581.8,96866642.0
Philippines,2011,2352.5,9527794.0
Philippines,2010,2129.5,93726624.0
Philippines,2009,1825.3,9222879.0
Philippines,2008,1919.5,9751864.0
Philippines,2007,1672.7,8929349.0
Philippines,2006,1391.8,8789419.0
Philippines,2005,1194.7,86274237.0
Philippines,2004,179.4,84678493.0
Philippines,2003,11.6,8331954.0
Philippines,2002,1.7,813526.0
