Country,Year,GDP,Population
Botswana,2003,4163.7,184339.0
Botswana,2002,355.6,1779953.0
Botswana,2001,3129.0,1754935.0
Botswana,2000,3349.7,172834.0
Brazil,2014,1226.6,24213133.0
Brazil,2013,12216.9,2248632.0
Brazil,2012,12291.5,256983.0
Brazil,2011,13167.5,198686688.0
Brazil,2010,11224.2,196796269.0
Brazil,2009,8553.4,194895996.0
Brazil,2008,8787.6,19297929.0
Brazil,2007,7313.6,19126637.0
Brazil,2006,586.1,18912412.0
Brazil,2005,477.2,186917361.0
Brazil,2004,3623.5,184738458.0
Brazil,2003,359.6,182482149.0
Brazil,2002,2819.6,1815121.0
Brazil,2001,3147.0,1777567.0
Brazil,2000,3739.1,175287587.0
Bulgaria,2014,7853.3,7223938.0
Bulgaria,2013,7674.9,7265115.0
Bulgaria,2012,7378.3,735888.0
Bulgaria,2011,7813.8,7348328.0
Bulgaria,2010,6843.3,7395599.0
Bulgaria,2009,6956.0,7444443.0
Bulgaria,2008,7296.1,7492561.0
Bulgaria,2007,5932.9,7545338.0
Bulgaria,2006,4513.1,76122.0
Bulgaria,2005,3893.7,7658972.0
Bulgaria,2004,3381.6,771686.0
Bulgaria,2003,271.5,7775327.0
Bulgaria,2002,287.5,7837161.0
Bulgaria,2001,1765.0,89142.0
Bulgaria,2000,169.3,817172.0
Burkina Faso,2014,75.1,17585977.0
Burkina Faso,2013,699.5,1772723.0
Burkina Faso,2012,673.8,16571216.0
Burkina Faso,2011,666.8,168194.0
Burkina Faso,2010,575.4,1565217.0
Burkina Faso,2009,552.7,1514199.0
Burkina Faso,2008,569.8,14689726.0
Burkina Faso,2007,475.1,1425221.0
Burkina Faso,2006,422.6,13829177.0
Burundi,2014,312.7,989179.0
Burundi,2013,282.8,96186.0
Burundi,2012,265.3,931971.0
Burundi,2011,26.5,94358.0
Burundi,2010,231.2,876693.0
Burundi,2009,24.9,848931.0
Burundi,2008,196.2,8212264.0
Burundi,2007,17.8,7939573.0
Burundi,2006,165.9,7675338.0
Burundi,2005,15.6,7423289.0
Burundi,2004,127.4,7182451.0
Cabo Verde,2014,3529.6,526437.0
Cabo Verde,2013,3558.8,5216.0
Cabo Verde,2012,348.5,513979.0
Cabo Verde,2011,367.4,5867.0
Cabo Verde,2010,3312.8,52384.0
Cabo Verde,2009,3444.6,496963.0
Cabo Verde,2008,3639.0,491723.0
Cabo Verde,2007,3112.3,486438.0
Cabo Verde,2006,234.3,48795.0
Cabo Verde,2005,248.1,474567.0
Cabo Verde,2004,1976.5,467664.0
Cabo Verde,2003,1768.9,46147.0
Cabo Verde,2002,1373.5,45216.0
Cambodia,2014,198.7,152779.0
Cambodia,2013,128.4,1522692.0
Cambodia,2012,95.2,14776866.0
Cambodia,2011,882.5,14537886.0
Cambodia,2010,785.7,143874.0
