Country,Year,GDP,Population
China,2006,299.2,13112.0
China,2005,1753.4,13372.0
China,2004,158.7,129675.0
China,2003,1288.6,12884.0
China,2002,1148.6,1284.0
China,2001,153.2,127185.0
China,2000,959.4,1262645.0
Colombia,2014,7913.4,47791911.0
Colombia,2013,83.6,47342981.0
Colombia,2012,7885.0,46881475.0
Colombia,2011,7227.7,4646646.0
Colombia,2010,625.7,4591897.0
Colombia,2009,5148.4,45416181.0
Colombia,2008,5433.7,4491544.0
Colombia,2007,4674.2,44374572.0
Colombia,2006,379.8,43835722.0
Colombia,2005,3386.3,43285634.0
Colombia,2004,274.2,42724163.0
Colombia,2003,2246.3,42152151.0
Colombia,2002,2355.7,41572491.0
Colombia,2001,2395.9,498899.0
Colombia,2000,2472.2,443958.0
Comoros,2014,853.0,759385.0
Comoros,2013,834.3,7415.0
Comoros,2012,788.6,723868.0
Comoros,2011,829.8,76569.0
Comoros,2010,769.2,689692.0
Comoros,2009,778.5,673252.0
Comoros,2008,796.0,657229.0
Comoros,2007,72.8,64162.0
Comoros,2006,648.4,626425.0
Comoros,2005,621.9,611627.0
Comoros,2004,616.4,597228.0
Comoros,2003,544.6,583211.0
Costa Rica,2014,1647.4,4757575.0
Costa Rica,2013,1569.7,47641.0
Costa Rica,2012,9985.4,4654122.0
Costa Rica,2011,9186.6,46474.0
Costa Rica,2010,8199.4,454528.0
Costa Rica,2009,689.4,4488263.0
Costa Rica,2008,6911.1,442958.0
Costa Rica,2007,612.6,4369469.0
Costa Rica,2006,5245.2,438794.0
Costa Rica,2005,4697.1,4247841.0
Costa Rica,2004,4425.6,418738.0
Costa Rica,2003,4167.7,4125971.0
Costa Rica,2002,462.1,46324.0
Costa Rica,2001,3981.5,3996798.0
Costa Rica,2000,388.4,3925443.0
Croatia,2014,13467.5,4238389.0
Croatia,2013,13574.7,4255689.0
Croatia,2012,13236.0,4267558.0
Croatia,2011,14539.2,428622.0
Croatia,2010,1355.7,4417781.0
Croatia,2009,14157.1,442978.0
Croatia,2008,15893.9,443458.0
Croatia,2007,13546.7,4436.0
Cyprus,2014,2734.9,115239.0
Cyprus,2013,2798.0,1143896.0
Cyprus,2012,28951.2,113562.0
Cyprus,2011,32233.8,1124835.0
Cyprus,2010,3818.5,111267.0
Cyprus,2009,3215.8,19876.0
Cyprus,2008,3539.7,181563.0
Cyprus,2007,31386.6,163712.0
Cyprus,2006,27170.0,14559.0
Cyprus,2005,25324.5,127658.0
Cyprus,2004,23932.5,1141.0
Cyprus,2003,2293.5,993563.0
Cyprus,2002,16372.3,976966.0
Cyprus,2001,1562.9,96282.0
Cyprus,2000,14672.9,943286.0
Djibouti,2014,174.9,912164.0
Djibouti,2013,1622.6,896688.0
Djibouti,2012,1536.2,881185.0
Djibouti,2011,144.0,865937.0
Djibouti,2010,1326.0,851146.0
Djibouti,2009,1253.7,83684.0
Djibouti,2008,1214.8,822934.0
Djibouti,2007,147.6,8942.0
Dominican Republic,2014,6268.7,145844.0
Dominican Republic,2013,627.6,1281296.0
Dominican Republic,2012,5968.9,115495.0
Dominican Republic,2011,5759.6,12795.0
Dominican Republic,2010,5451.7,9897985.0
Dominican Republic,2009,4952.7,9767758.0
Dominican Republic,2008,511.4,963652.0
Dominican Republic,2007,4647.3,954353.0
Dominican Republic,2006,3836.5,9371338.0
Dominican Republic,2005,3681.6,9237566.0
Dominican Republic,2004,2422.0,912998.0
Dominican Republic,2003,2372.6,896776.0
Dominican Republic,2002,38.5,8832285.0
Dominican Republic,2001,2862.2,8697126.0
Dominican Republic,2000,282.4,8562622.0
Ecuador,2014,6432.2,1593112.0
Ecuador,2013,675.0,15661547.0
Ecuador,2012,572.1,15419666.0
Ecuador,2011,5223.4,15177355.0
Ecuador,2010,4657.3,1493469.0
Ecuador,2009,4255.6,14691275.0
Ecuador,2008,4275.0,14447562.0
Ecuador,2007,359.7,1425453.0
Ecuador,2006,335.8,1396748.0
Ecuador,2005,321.9,13735233.0
Ecuador,2004,278.6,1359647.0
Ecuador,2003,244.5,1328961.0
Ecuador,2002,2184.0,13726.0
Ecuador,2001,193.7,12852755.0
Ecuador,2000,1451.3,12628596.0
El Salvador,2014,3988.8,6281189.0
El Salvador,2013,3895.7,625777.0
El Salvador,2012,3827.8,6221246.0
El Salvador,2011,3736.6,619256.0
El Salvador,2010,3474.4,6164626.0
El Salvador,2009,3366.5,6137276.0
El Salvador,2008,357.3,61131.0
El Salvador,2007,334.8,683475.0
El Salvador,2006,363.0,656478.0
El Salvador,2005,2835.3,628961.0
El Salvador,2004,2632.8,6775.0
El Salvador,2003,2519.7,5971535.0
El Salvador,2002,248.4,59433.0
El Salvador,2001,2338.8,595962.0
El Salvador,2000,2238.4,5867626.0
Equatorial Guinea,2014,192.6,1129424.0
Eritrea,2011,582.8,447469.0
Eritrea,2010,482.1,43984.0
Eritrea,2009,43.8,431334.0
Eritrea,2008,326.8,4232636.0
Eritrea,2007,317.3,4153332.0
Eritrea,2006,297.8,466648.0
Eritrea,2005,276.8,39697.0
Eritrea,2004,287.4,3858623.0
Eritrea,2003,232.8,3738265.0
Eritrea,2002,21.8,3614639.0
Estonia,2014,19941.5,1314545.0
Estonia,2013,1929.8,1317997.0
Estonia,2012,17421.9,1322696.0
Estonia,2011,17454.8,1327439.0
Estonia,2010,14638.6,1331475.0
Estonia,2009,14726.3,1334515.0
Estonia,2008,1894.5,13379.0
Estonia,2007,16586.5,13468.0
Estonia,2006,12595.4,134681.0
Estonia,2005,1338.3,1354775.0
Estonia,2004,885.5,136255.0
Ethiopia,2014,571.2,97366774.0
Ethiopia,2013,52.2,94887724.0
Ethiopia,2012,468.6,92444183.0
Ethiopia,2011,354.8,946756.0
Ethiopia,2010,341.4,877267.0
Ethiopia,2009,379.8,85416253.0
Ethiopia,2008,325.4,83184892.0
Ethiopia,2007,243.3,8149.0
Fiji,2014,546.4,88586.0
Fiji,2013,4763.7,879715.0
Fiji,2012,4546.7,873596.0
Fiji,2011,4353.1,86786.0
Fiji,2010,3652.0,85995.0
Fiji,2009,3369.5,851967.0
Fiji,2008,4177.7,84334.0
Fiji,2007,478.8,834812.0
Fiji,2006,3749.9,827411.0
Fiji,2005,3658.6,821817.0
Fiji,2004,3332.9,818354.0
Fiji,2003,2836.0,816628.0
Fiji,2002,2259.6,815691.0
Fiji,2001,238.9,814218.0
Fiji,2000,276.1,811223.0
France,2014,42955.2,66331957.0
France,2013,42554.1,6599857.0
France,2012,4838.2,6565979.0
France,2011,4381.3,65342776.0
France,2010,473.3,6527512.0
France,2009,41631.1,647744.0
France,2008,45413.7,6437499.0
France,2007,416.6,6416229.0
France,2006,36544.6,63621376.0
France,2005,34879.7,63179356.0
France,2004,33874.7,6274897.0
France,2003,29691.2,62244884.0
France,2002,24275.2,6185267.0
France,2001,22527.3,61357431.0
France,2000,22465.6,6912498.0
Gabon,2014,9692.2,1875713.0
Gabon,2013,9679.7,1817271.0
Gabon,2012,9774.2,1756817.0
Gabon,2011,1716.2,169711.0
Gabon,2010,8754.1,16421.0
Gabon,2009,763.7,1586754.0
Gabon,2008,194.3,1536411.0
Gabon,2007,8352.8,1489193.0
Gabon,2006,727.8,1444844.0
Gabon,2005,6741.3,143126.0
Georgia,2014,4429.7,3727.0
Georgia,2013,4274.4,3776.0
Georgia,2012,4142.9,3825.0
Georgia,2011,3725.6,3875.0
Georgia,2010,2964.5,3926.0
Georgia,2009,276.6,3978.0
Georgia,2008,3174.9,43.0
Georgia,2007,2492.1,482.0
Georgia,2006,1872.7,4136.0
Georgia,2005,153.6,419.0
Georgia,2004,127.4,4245.0
Georgia,2003,928.2,431.0
Georgia,2002,779.4,4357.0
Georgia,2001,734.0,43864.0
Georgia,2000,692.0,44183.0
Germany,2014,4792.7,89825.0
Germany,2013,4653.9,864565.0
Germany,2012,4465.2,8425823.0
Germany,2011,4681.3,8274983.0
Germany,2010,41785.6,8177693.0
Germany,2009,41732.8,819237.0
Germany,2008,45699.2,821197.0
Germany,2007,41814.8,82266372.0
Germany,2006,36447.9,82376451.0
Germany,2005,34696.6,82469422.0
Germany,2004,34165.9,8251626.0
Germany,2003,3360.0,82534176.0
Germany,2002,2525.2,82488495.0
Germany,2001,23687.3,82349925.0
Germany,2000,23718.7,8221158.0
Ghana,2014,1432.2,26962563.0
Ghana,2013,1814.5,26346251.0
Ghana,2012,1629.8,2573349.0
Ghana,2011,1575.0,25121796.0
Ghana,2010,1312.7,2451214.0
Ghana,2009,186.8,2393831.0
Ghana,2008,1224.4,2329864.0
Ghana,2007,19.7,227212.0
Ghana,2006,922.9,22113425.0
Ghana,2005,498.2,215429.0
Ghana,2004,423.2,2986536.0
Ghana,2003,373.3,2446782.0
Ghana,2002,39.5,19924522.0
Greece,2014,21673.8,1892413.0
Greece,2013,21874.8,1965211.0
Greece,2012,22242.7,114511.0
Greece,2011,25916.3,1114899.0
Greece,2010,26917.8,11121341.0
Greece,2009,2972.0,111717.0
