Country,Year,GDP,Population
Samoa,2011,3943.0,187665.0
Samoa,2010,3453.5,18625.0
Samoa,2009,335.1,184826.0
Samoa,2008,359.8,183526.0
Samoa,2007,322.5,182286.0
Samoa,2006,288.0,18194.0
Samoa,2005,2571.3,179929.0
Samoa,2004,2351.3,178781.0
Samoa,2003,197.3,177662.0
Samoa,2002,1631.4,176582.0
Samoa,2001,1555.5,175566.0
Samoa,2000,154.7,17461.0
Sao Tome and Principe,2014,1821.9,191266.0
Sao Tome and Principe,2013,1619.5,18745.0
Sao Tome and Principe,2012,138.9,182889.0
Sao Tome and Principe,2011,134.3,1788.0
Sao Tome and Principe,2010,1129.8,174776.0
Sao Tome and Principe,2009,199.6,17813.0
Sao Tome and Principe,2008,1126.5,166913.0
Sao Tome and Principe,2007,894.9,16311.0
Sao Tome and Principe,2006,843.9,159328.0
Sao Tome and Principe,2005,81.9,15563.0
Sao Tome and Principe,2004,693.3,151969.0
Sao Tome and Principe,2003,649.3,148372.0
Senegal,2014,152.4,14546111.0
Senegal,2013,148.9,141232.0
Senegal,2012,136.5,1373513.0
Senegal,2011,18.3,13391.0
Senegal,2010,11.6,12916229.0
Senegal,2009,12.6,1255917.0
Senegal,2008,11.3,1223957.0
Senegal,2007,95.4,11873557.0
Senegal,2006,89.8,11556763.0
Senegal,2005,773.9,11251266.0
Senegal,2004,733.6,1955944.0
Serbia,2014,62.2,713576.0
Serbia,2013,6353.8,7164132.0
Serbia,2012,5659.4,719977.0
Serbia,2011,6423.3,723499.0
Serbia,2010,5411.9,7291436.0
Serbia,2009,5821.4,73287.0
Serbia,2008,671.8,735222.0
Serbia,2007,5458.1,7381579.0
Serbia,2006,4129.8,7411569.0
Serbia,2005,3528.1,744769.0
Serbia,2004,3331.2,7463157.0
Seychelles,2014,1557.8,91359.0
Seychelles,2013,15687.3,89949.0
Seychelles,2012,12845.2,8833.0
Seychelles,2011,12190.0,87441.0
Seychelles,2010,184.7,8977.0
Seychelles,2009,977.0,87298.0
Seychelles,2008,11122.9,86956.0
Seychelles,2007,12154.8,8533.0
Seychelles,2006,1214.4,846.0
Seychelles,2005,1192.5,82858.0
Seychelles,2004,1176.7,82475.0
Seychelles,2003,8525.0,82781.0
Seychelles,2002,8331.3,83723.0
Seychelles,2001,7663.1,8122.0
Seychelles,2000,7578.9,81131.0
Sierra Leone,2014,78.4,779162.0
Sierra Leone,2013,71.8,692279.0
Sierra Leone,2012,561.9,676613.0
Sierra Leone,2011,445.5,6611692.0
Sierra Leone,2010,45.1,645872.0
Sierra Leone,2009,394.6,63126.0
Sierra Leone,2008,46.4,6165372.0
Sierra Leone,2007,358.8,615417.0
Solomon Islands,2014,29.7,57554.0
Solomon Islands,2013,188.5,563513.0
Solomon Islands,2012,1858.7,551531.0
Solomon Islands,2011,1642.8,539614.0
Solomon Islands,2010,1272.4,52779.0
Solomon Islands,2009,1158.3,51679.0
Solomon Islands,2008,125.8,54477.0
Solomon Islands,2007,146.9,49294.0
Solomon Islands,2006,948.7,481422.0
Solomon Islands,2005,88.9,469885.0
Solomon Islands,2004,818.4,458324.0
Solomon Islands,2003,744.8,446769.0
Solomon Islands,2002,785.0,435262.0
Solomon Islands,2001,944.8,423853.0
Solomon Islands,2000,154.5,41269.0
South Africa,2014,6479.6,54146734.74
South Africa,2013,6877.0,53311955.61
South Africa,2012,7548.2,5256515.8
South Africa,2011,850.0,51729345.36
South Africa,2010,7362.8,5979432.36
South Africa,2009,5888.6,5255813.11
South Africa,2008,5786.6,49557573.3
South Africa,2007,6125.4,48883844.99
South Africa,2006,5631.7,4823384.48
South Africa,2005,5414.6,476667.24
South Africa,2004,4863.5,4717.99
South Africa,2003,3775.7,46418193.9
South Africa,2002,2518.4,45855482.88
South Africa,2001,2681.8,45312937.0
South Africa,2000,337.2,44896856.0
Spain,2014,296.5,4648882.0
Spain,2013,2921.9,466245.0
Spain,2012,28562.3,4677355.0
Spain,2011,31834.2,46742697.0
Spain,2010,3736.2,46576897.0
Spain,2009,32333.5,46362946.0
Spain,2008,35578.7,4595416.0
Spain,2007,3279.4,4522683.0
Spain,2006,28482.7,44397319.0
Spain,2005,2651.7,43653155.0
Spain,2004,24918.6,42921895.0
Spain,2003,21495.8,42187645.0
Spain,2002,1719.5,41431558.0
Spain,2001,15323.6,485412.0
Spain,2000,14676.8,4567864.0
Sri Lanka,2014,382.5,2771.0
Sri Lanka,2013,361.3,2585.0
Sri Lanka,2012,335.5,2425.0
Sri Lanka,2011,323.0,2271.0
Sri Lanka,2010,2819.5,2119.0
Sri Lanka,2009,216.7,19968.0
Sri Lanka,2008,254.5,19817.0
Sri Lanka,2007,1644.8,19668.0
Sri Lanka,2006,1448.8,1952.0
Sri Lanka,2005,1259.9,19373.0
Sri Lanka,2004,174.7,19228.0
Sri Lanka,2003,989.5,1983.0
Suriname,2014,9564.5,547928.0
Suriname,2013,9484.6,54254.0
Suriname,2012,9272.4,53777.0
Suriname,2011,8319.0,531589.0
Suriname,2010,833.3,52613.0
Suriname,2009,7443.9,52619.0
Suriname,2008,6858.2,515148.0
Suriname,2007,5761.4,5975.0
Suriname,2006,527.9,5437.0
Suriname,2005,3595.9,498946.0
Swaziland,2014,3464.4,129597.0
Swaziland,2013,3598.8,1271456.0
Swaziland,2012,3851.5,1248158.0
Swaziland,2011,3934.3,1225258.0
Swaziland,2010,369.2,122843.0
Swaziland,2009,332.5,118675.0
Swaziland,2008,2842.4,1158897.0
Swaziland,2007,347.5,1138434.0
Swaziland,2006,2937.4,112514.0
Swaziland,2005,2873.9,115873.0
Swaziland,2004,2529.6,19553.0
Swaziland,2003,23.0,187392.0
Swaziland,2002,1325.0,1893.0
Swaziland,2001,1437.6,172927.0
Swaziland,2000,1637.5,161468.0
Sweden,2014,5918.2,969611.0
Sweden,2013,6283.2,96379.0
Sweden,2012,57134.8,9519374.0
Sweden,2011,59593.3,9449213.0
Syrian Arab Republic,2007,258.4,1963286.0
Syrian Arab Republic,2006,1762.2,18914977.0
Syrian Arab Republic,2005,1577.5,18294611.0
Syrian Arab Republic,2004,148.9,1786638.0
Syrian Arab Republic,2003,1253.4,17415266.0
Syrian Arab Republic,2002,1263.1,178791.0
Syrian Arab Republic,2001,1258.4,16766899.0
Syrian Arab Republic,2000,1177.6,1641848.0
Tajikistan,2014,114.5,8362745.0
Tajikistan,2013,14.2,817789.0
Tajikistan,2012,954.7,799562.0
Tajikistan,2011,834.5,7815949.0
Tajikistan,2010,738.3,764163.0
Tajikistan,2009,666.3,7472819.0
Tajikistan,2008,76.9,739728.0
Tajikistan,2007,52.4,7152385.0
Tajikistan,2006,44.3,7557.0
Tajikistan,2005,337.4,6854176.0
Tajikistan,2004,39.3,6712841.0
Tajikistan,2003,236.3,6576877.0
Tajikistan,2002,189.4,6447688.0
Thailand,2014,5941.8,68416772.0
Thailand,2013,6171.3,6814365.0
Thailand,2012,5859.9,67843979.0
Thailand,2011,5491.2,675313.0
Thailand,2010,575.3,672888.0
Thailand,2009,4212.5,66881867.0
Thailand,2008,4378.7,6654576.0
Thailand,2007,3972.3,66195615.0
Thailand,2006,3369.0,65824164.0
Thailand,2005,2893.7,6542547.0
Thailand,2004,2659.8,652231.0
Thailand,2003,2358.9,64554952.0
Thailand,2002,296.5,6473164.0
Thailand,2001,1893.1,63543322.0
Thailand,2000,27.6,6295821.0
Timor-Leste,2014,1153.5,1212814.0
Timor-Leste,2013,117.8,1184366.0
Timor-Leste,2012,1117.8,115676.0
Timor-Leste,2011,114.6,1131523.0
Timor-Leste,2010,849.9,119591.0
Timor-Leste,2009,757.3,19221.0
Timor-Leste,2008,643.7,17811.0
Togo,2014,62.1,7228915.0
Togo,2013,579.4,742948.0
Togo,2012,563.7,6859482.0
Togo,2011,562.3,6679282.0
Togo,2010,487.9,652952.0
Togo,2009,499.6,633472.0
Togo,2008,513.4,6161796.0
Tonga,2014,4192.3,15782.0
Tonga,2013,4266.6,15328.0
Tonga,2012,451.5,14951.0
Tonga,2011,445.2,14577.0
Tonga,2010,3547.6,14137.0
Tonga,2009,37.8,1364.0
Tonga,2008,3392.6,135.0
Tonga,2007,2932.3,12357.0
Tonga,2006,2892.5,11689.0
Tonga,2005,2594.7,1141.0
Tonga,2004,2284.4,146.0
Tonga,2003,229.7,99789.0
Tonga,2002,1842.4,99184.0
Tonga,2001,1838.0,98611.0
Tonga,2000,263.3,9882.0
Trinidad and Tobago,2014,19325.2,1354493.0
Trinidad and Tobago,2013,1967.8,1348248.0
Trinidad and Tobago,2012,19152.5,1341588.0
Trinidad and Tobago,2011,1954.0,1334788.0
Trinidad and Tobago,2010,16683.9,13281.0
Trinidad and Tobago,2009,1458.9,1321618.0
Trinidad and Tobago,2008,21188.1,1315372.0
Trinidad and Tobago,2007,1653.2,13926.0
Trinidad and Tobago,2006,1496.0,133144.0
Trinidad and Tobago,2005,12323.1,1296934.0
Trinidad and Tobago,2004,129.5,129535.0
Trinidad and Tobago,2003,884.5,128452.0
Trinidad and Tobago,2002,749.6,1277837.0
Tunisia,2014,4271.7,1114398.0
Tunisia,2013,4199.5,1114558.0
Tunisia,2012,4137.6,1886668.0
Tunisia,2011,4256.9,1761467.0
Tunisia,2010,414.2,1639931.0
Tunisia,2009,4130.0,1521834.0
Tunisia,2008,431.9,147336.0
Tunisia,2007,3778.2,129887.0
Tunisia,2006,3371.7,1196136.0
Tunisia,2005,3194.6,112482.0
Tunisia,2004,3112.8,11761.0
Tunisia,2003,2762.0,9939678.0
Tunisia,2002,2346.6,9864326.0
Tunisia,2001,2254.9,978571.0
Tunisia,2000,2213.9,9699197.0
Turkey,2014,12127.2,773628.0
Turkey,2013,12542.9,75787333.0
Turkey,2012,1172.4,74569867.0
Turkey,2011,11341.1,7349455.0
Turkey,2010,1672.6,72326914.0
Turkey,2009,936.5,71339185.0
Turkey,2008,185.7,74432.0
Turkey,2007,979.5,69597281.0
Turkey,2006,834.9,6876345.0
Turkey,2005,7384.4,679346.0
Turkey,2004,64.7,677855.0
Turkey,2003,4718.5,668583.0
Turkey,2002,366.6,6514354.0
Turkey,2001,3119.6,64191474.0
Turkey,2000,4316.6,6324121.0
Turkmenistan,2014,7962.4,5466241.0
Turkmenistan,2013,734.4,5366277.0
Turkmenistan,2012,6675.3,5267839.0
Turkmenistan,2011,5650.0,517461.0
Turkmenistan,2010,4439.2,58721.0
Turkmenistan,2009,436.5,5795.0
Turkmenistan,2008,394.5,4935762.0
Turkmenistan,2007,26.4,487137.0
Turkmenistan,2006,2136.7,48115.0
Turkmenistan,2005,174.5,4754641.0
Turkmenistan,2004,1453.9,473398.0
Turkmenistan,2003,1283.9,4655741.0
Turkmenistan,2002,967.9,4612.0
Uganda,2014,719.2,38833338.0
Uganda,2013,662.5,37553726.0
Uganda,2012,647.7,3636796.0
Uganda,2011,584.4,3593648.0
Uganda,2010,595.0,33915133.0
Uganda,2009,647.2,32771895.0
Uganda,2008,449.7,31663896.0
Uganda,2007,41.9,359487.0
Uganda,2006,336.5,2955662.0
Uganda,2005,315.8,2854394.0
Uganda,2004,288.2,27568436.0
Uganda,2003,238.0,2662482.0
Uganda,2002,24.2,2571848.0
Ukraine,2014,314.7,45271947.0
Ukraine,2013,429.7,454896.0
Ukraine,2012,3855.4,455933.0
Ukraine,2011,3569.8,45761.0
Ukraine,2010,2965.1,45877.0
Ukraine,2009,2545.5,46533.0
Ukraine,2008,3891.4,462582.0
Ukraine,2007,368.7,465935.0
Ukraine,2006,233.2,4678775.0
Ukraine,2005,1828.7,471515.0
Ukraine,2004,1367.4,474516.0
Ukraine,2003,148.5,4781295.0
Ukraine,2002,879.5,48225.0
Ukraine,2001,78.7,48683865.0
Ukraine,2000,635.8,49175848.0
Uruguay,2014,16737.9,3419546.0
Uruguay,2013,16881.3,3485.0
Uruguay,2012,1592.7,3396777.0
Uruguay,2011,14166.5,3385624.0
Uruguay,2010,11938.2,3374415.0
Uruguay,2009,9415.2,3362755.0
Uruguay,2008,962.3,335824.0
Uruguay,2007,79.7,3339741.0
Uruguay,2006,5877.9,333143.0
Uruguay,2005,523.0,3325612.0
Uruguay,2004,4117.4,332496.0
Uruguay,2003,3622.5,3325637.0
Uruguay,2002,488.8,3327773.0
Uruguay,2001,6281.4,332713.0
Uruguay,2000,6871.9,3321245.0
Uzbekistan,2014,25.4,37577.0
Uzbekistan,2013,197.6,32432.0
Uzbekistan,2012,174.5,297745.0
Uzbekistan,2011,1565.0,293394.0
Uzbekistan,2010,1377.8,285624.0
Uzbekistan,2009,1213.3,277674.0
Uzbekistan,2008,182.3,27328.0
Uzbekistan,2007,83.5,26868.0
Uzbekistan,2006,654.3,2648825.0
Uzbekistan,2005,546.8,26167.0
Uzbekistan,2004,465.1,2586435.0
Uzbekistan,2003,396.1,2556765.0
Uzbekistan,2002,383.3,2527185.0
Vanuatu,2014,3148.4,25885.0
Vanuatu,2013,3167.3,253142.0
Vanuatu,2012,3158.6,247485.0
Vanuatu,2011,3275.9,241871.0
Vanuatu,2010,2965.8,236295.0
Vanuatu,2009,2643.4,23785.0
Vanuatu,2008,2698.0,22534.0
Vanuatu,2007,2393.4,219953.0
Vanuatu,2006,248.0,214634.0
Vanuatu,2005,1886.4,2937.0
Vanuatu,2004,1787.9,24143.0
Vanuatu,2003,158.5,198964.0
Vanuatu,2002,1353.9,193956.0
Vanuatu,2001,1362.6,18929.0
Vanuatu,2000,1469.8,18563.0
Zambia,2014,1738.9,1562974.0
Zambia,2013,185.8,1515321.0
Zambia,2012,1734.9,14699937.0
Zambia,2011,1644.6,14264756.0
Zambia,2010,1463.2,138533.0
Zambia,2009,1139.1,13456417.0
Zambia,2008,1369.7,1382517.0
Zambia,2007,114.6,12725974.0
Zambia,2006,13.2,12383446.0
Zambia,2005,691.3,1252156.0
Zimbabwe,2014,127.5,15411675.0
Zimbabwe,2013,111.2,155456.0
Zimbabwe,2012,955.6,1471826.0
Zimbabwe,2011,839.9,14386649.0
Zimbabwe,2010,713.6,1486317.0
Zimbabwe,2009,65.8,1381599.0
Zimbabwe,2008,325.7,13558469.0
Zimbabwe,2007,397.0,1332999.0
Zimbabwe,2006,414.8,13124267.0
Zimbabwe,2005,444.8,129432.0
Zimbabwe,2004,454.4,12777511.0
Zimbabwe,2003,453.4,12633897.0
Zimbabwe,2002,57.3,125525.0
Zimbabwe,2001,548.6,12366165.0
Zimbabwe,2000,547.4,12222251.0
